,open,high,low,close,psar,sma10,sma20,sma50,sma100,sma200,Volume,RSI,BBW,bbhj,bbl
28,149.55,149.8,149.38,149.8,147.9464266,149.3650000000002,149.4449999999998,150.40300000000008,150.8294500000001,150.62510000000015,4500,51.36962084537736,0.015969615189767524,0.04130276,0.010133766166683253
29,149.9,149.92,149.5,149.62,147.9996981,149.51000000000022,149.43199999999982,150.3442000000001,150.8041500000001,150.62250000000014,14797,49.343249353243074,0.015788281,0.04130276,0.010133766166683253
30,149.6,149.62,149.27,149.34,148.0519041,149.5860000000002,149.4219999999998,150.28280000000007,150.78070000000014,150.61890000000014,12000,46.284667783842764,0.015783436664229652,0.04130276,0.010133766166683253
31,149.36,149.36,149.07,149.07,148.10306606215488,149.57800000000023,149.3664999999998,150.21360000000007,150.74960000000013,150.61250000000015,13042,43.485510445837924,0.015196491,0.04130276,0.010133766166683253
32,148.74,148.895,147.85,148.28,150.61,149.48000000000022,149.26749999999979,150.1294000000001,150.7156000000001,150.60130000000015,26309,36.52517089,0.015424735989129208,0.04130276,0.010133766166683253
33,148.12,148.3,147.91,147.91,150.5548,149.3410000000002,149.1719999999998,150.04420000000007,150.68270000000012,150.58605000000014,19534,33.79669917509821,0.016939496,0.04130276,0.010133766166683253
34,147.97,148.03,147.31,147.31,150.500704,149.1220000000002,149.07049999999978,149.93960000000007,150.66040000000012,150.56640000000013,26980,29.896539944945886,0.020092745044798802,0.04130276,0.010133766166683253
35,147.34,147.52,147.18,147.36,150.3730758,148.82900000000024,148.95499999999976,149.83040000000008,150.6342000000001,150.54715000000016,26117,30.615121919602146,0.022073960350980245,0.04130276,0.010133766166683253
36,147.37,147.82,147.345,147.75,150.18149128960002,148.6020000000002,148.8779999999998,149.73160000000007,150.6102000000001,150.53970000000015,21738,36.11572283158663,0.023061699352795378,0.04130276,0.010133766166683253
37,147.73,147.78,147.33,147.36,150.0014018,148.38000000000022,148.7899999999998,149.62820000000008,150.58320000000012,150.52820000000014,24650,33.27488433279677,0.024658218240210722,0.04130276,0.010133766166683253
38,147.35,147.37,146.97,147.12,149.83211770349055,148.11200000000022,148.7384999999998,149.52660000000006,150.55180000000013,150.51705000000013,35331,31.62623227948984,0.026316707522021334,0.04130276,0.010133766166683253
39,145.66,146.29,143.76,143.83,149.6031482872113,147.53300000000021,148.52149999999978,149.36780000000007,150.48760000000013,150.48845000000014,81426,18.265800338644723,0.039019372,0.04130276,0.010133766166683253
40,143.81,144,143.1,143.59,149.01883345849018,146.95800000000023,148.27199999999976,149.20200000000008,150.42280000000014,150.45840000000015,46252,17.679077924013924,0.048653703865577755,0.048653703865577755,0.010133766166683253
41,143.62,143.97,143.5,143.81,148.30857344347135,146.43200000000024,148.00499999999977,149.0404000000001,150.35240000000013,150.42950000000013,22564,20.209208129978833,0.054978283804814794,0.054978283804814794,0.010133766166683253
42,143.78,144.13,143.73,143.92,147.68354463025477,145.99600000000024,147.73799999999977,148.8894000000001,150.28340000000014,150.40160000000012,21961,21.508215266424514,0.059457469,0.059457469,0.010133766166683253
43,143.9,143.9,143.31,143.63,147.1335192746242,145.56800000000027,147.45449999999977,148.7342000000001,150.2140000000001,150.36660000000015,28866,20.557984072574698,0.063409788,0.063409788,0.010133766166683253
44,143.59,144.59,143.48,144.24,146.6494969616693,145.26100000000025,147.19149999999976,148.58100000000007,150.15110000000013,150.33375000000015,47719,27.785148743432515,0.064893394,0.064893394,0.010133766166683253
45,144.25,144.78,144.21,144.62,146.2235573,144.98700000000025,146.90799999999976,148.43400000000008,150.09310000000013,150.30480000000014,40801,31.939031763642035,0.063695167,0.064893394,0.010133766166683253
46,146.7,147.17,146.12,146.12,143.1,144.82400000000024,146.71299999999977,148.3168000000001,150.0477000000001,150.28180000000015,31796,45.31161192,0.060850126,0.064893394,0.010133766166683253
47,146.14,146.35,145.77,146.01,143.1814,144.68900000000025,146.53449999999975,148.24620000000007,150.00360000000012,150.25840000000014,12205,44.61926210219183,0.058311169,0.064893394,0.010133766166683253
48,146.09,146.13,145.77,146.02,143.261172,144.57900000000024,146.34549999999973,148.18660000000008,149.94780000000011,150.23515000000015,7500,44.70198345346505,0.054716211030452475,0.064893394,0.010133766166683253
49,146,146.36,145.99,146.215,143.3393486,144.81750000000022,146.17524999999972,148.13250000000008,149.8912500000001,150.21287500000014,7484,46.383783427972254,0.050777201845796066,0.064893394,0.010133766166683253
50,146.31,146.59,146.12,146.53,143.4159616,145.11150000000023,146.03474999999975,148.08250000000007,149.8341500000001,150.20117500000015,16406,49.077990352941256,0.046877344,0.064893394,0.010133766166683253
51,146.47,146.78,146.44,146.585,143.4910424,145.3890000000002,145.91049999999973,148.03920000000008,149.77520000000013,150.18900000000014,23665,49.55463298979925,0.043067638638326064,0.064893394,0.010133766166683253
52,146.59,146.7,146.3,146.31,143.56462150988352,145.6280000000002,145.81199999999973,147.98920000000007,149.7135000000001,150.17705000000015,20585,47.176856436606705,0.040555794,0.064893394,0.010133766166683253
53,146.99,147.92,146.81,147.79,143.63672907968586,146.04400000000024,145.80599999999973,147.9692000000001,149.6697000000001,150.17080000000016,26429,58.67056020649949,0.040329578690613856,0.064893394,0.010750037
54,147.82,148.055,147.6,147.61,143.80805991649842,146.38100000000023,145.82099999999974,147.9256000000001,149.62210000000007,150.16505000000015,11450,57.04483347598492,0.04078367,0.064893394,0.010750037
55,147.59,147.68,147.26,147.32,144.06287632150853,146.65100000000024,145.81899999999973,147.87380000000007,149.5678000000001,150.15875000000014,8528,54.42809326614171,0.040728103,0.064893394,0.010750037
56,147.3,147.58,147.27,147.43,144.30240374221802,146.78200000000024,145.80299999999974,147.82340000000008,149.5134000000001,150.15505000000013,7636,55.26631390102924,0.040203186,0.064893394,0.010750037
57,147.42,147.49,147.2,147.41,144.52755951768495,146.92200000000025,145.80549999999977,147.77520000000007,149.46320000000009,150.15160000000012,10453,55.067986673639304,0.040276410120721036,0.064893394,0.010750037
58,147.46,147.6,147.28,147.28,144.73920594662385,147.04800000000023,145.81349999999972,147.72580000000008,149.4122000000001,150.14910000000012,11532,53.71857529765423,0.040481521,0.064893394,0.010750037
59,147.28,147.63,147.09,147.34,144.9381535898264,147.16050000000024,145.98899999999972,147.67500000000007,149.36470000000008,150.14675000000014,29861,54.27548762675852,0.039388866,0.064893394,0.010750037
60,147.42,147.56,146.28,146.5,145.12516437443682,147.15750000000025,146.13449999999972,147.61420000000007,149.3135000000001,150.13750000000016,20212,45.94076657003254,0.036424131084057655,0.064893394,0.010750037
61,146.49,147.12,146.4,146.94,145.30095451197062,147.19300000000024,146.2909999999997,147.54940000000005,149.2682000000001,150.13245000000015,12587,50.25035133740542,0.03358334,0.064893394,0.010750037
62,146.97,147.2,146.9,147.19,145.4661972412524,147.28100000000023,146.45449999999974,147.48800000000006,149.2403000000001,150.12945000000013,11097,52.564244902028804,0.030427808555226202,0.064893394,0.010750037
63,147.08,147.09,146.66,146.66,145.62152540677724,147.16800000000023,146.6059999999997,147.42480000000006,149.2039000000001,150.12550000000013,10665,47.51838092260519,0.024728206,0.064893394,0.010750037
64,146.59,146.83,146.41,146.72,145.7675338823706,147.07900000000024,146.72999999999973,147.37240000000006,149.1711000000001,150.11965000000015,12302,48.12547957377201,0.019786318128057014,0.064893394,0.010750037
65,146.79,146.99,146.79,146.99,145.90478184942836,147.04600000000025,146.84849999999975,147.31880000000007,149.1382000000001,150.11190000000013,7900,50.87916893,0.014757765588107565,0.064893394,0.010750037
66,146.97,147.03,146.84,146.97,146.03379493846265,147.00000000000026,146.89099999999974,147.27240000000006,149.1083000000001,150.10280000000014,10404,50.664624822099434,0.014042670176690168,0.064893394,0.010750037
67,146.6,147.29,146.41,147.24,146.1550672421549,146.98300000000026,146.95249999999973,147.23480000000006,149.0808000000001,150.09475000000012,9700,53.51441781882146,0.01303795,0.064893394,0.010750037
68,147.23,147.38,146.91,147.12,146.2690632076256,146.96700000000027,147.00749999999974,147.21420000000006,149.0511000000001,150.08485000000016,9145,52.07467921926687,0.011682074820195835,0.064893394,0.010750037
69,147.07,147.67,147.04,147.48,146.37621941516807,146.98100000000025,147.07074999999972,147.20040000000006,149.0136000000001,150.07490000000016,5201,55.907215761908994,0.010882200394699644,0.064893394,0.010750037
70,147.4,147.92,147.4,147.8,146.47694625025798,147.11100000000027,147.13424999999972,147.18480000000005,148.9739000000001,150.06700000000012,3400,59.042566776453675,0.011143901967874615,0.064893394,0.010750037
71,147.71,147.94,147.56,147.87,146.5716294752425,147.20400000000024,147.1984999999997,147.15920000000003,148.94030000000012,150.06265000000013,6323,59.71735786541198,0.011396414344878987,0.064893394,0.010750037
72,147.86,147.88,147.57,147.71,146.66063170672794,147.25600000000026,147.26849999999973,147.12820000000002,148.90570000000014,150.05885000000015,14000,57.38991610285191,0.010328170218385464,0.064893394,0.010328170218385464
73,147.71,147.71,147.34,147.34,146.74429380432426,147.32400000000027,147.24599999999973,147.08900000000006,148.86240000000012,150.05230000000014,9054,52.31242132672683,0.009822621,0.064893394,0.009822621
74,147.33,147.85,146.93,147.56,146.82293617606481,147.40800000000027,147.24349999999973,147.05020000000005,148.82360000000014,150.04745000000014,10745,54.86919683780549,0.009758671,0.064893394,0.009758671
75,147.55,148,147.38,147.94,146.8968600055009,147.50300000000027,147.27449999999973,147.00320000000005,148.78680000000014,150.04382500000014,7700,58.961985039058185,0.010590541073865718,0.064893394,0.009758671
76,148.02,148.34,147.99,148.34,146.93,147.64000000000027,147.31999999999977,146.96960000000004,148.74480000000014,150.03952500000014,5800,62.78754975698244,0.012309371878127591,0.064893394,0.009758671
77,148.31,148.31,148,148.21,147.0428,147.73700000000025,147.35999999999973,146.94220000000004,148.70200000000014,150.03427500000015,3500,60.80370671835721,0.013384423000693466,0.064893394,0.009758671
78,148.2,148.34,148.17,148.29,147.146576,147.85400000000024,147.41049999999976,146.91200000000003,148.65750000000014,150.02382500000016,8200,61.60762167221103,0.014448133371038523,0.064893394,0.009758671
79,148.28,148.39,148.13,148.19,147.2420499,147.92500000000024,147.45299999999975,146.88340000000005,148.6138000000001,150.01497500000013,12419,59.952362115758994,0.015148374114231094,0.064893394,0.009758671
80,148.18,148.21,147.93,148.12,147.3568449,147.95700000000025,147.53399999999976,146.85900000000004,148.57090000000014,150.00787500000015,13169,58.76218305411985,0.014400331709372037,0.064893394,0.009758671
81,148.3,148.35,147.75,148.27,147.46016043519998,147.99700000000024,147.60049999999976,146.84300000000005,148.52830000000012,150.00132500000015,8321,60.56863224469848,0.014521366204813502,0.064893394,0.009758671
82,148.39,148.5,148.1,148.22,147.55314439167998,148.04800000000026,147.65199999999976,146.84180000000003,148.48560000000015,149.99277500000014,8849,59.630929702430265,0.014719915390549383,0.064893394,0.009758671
83,148.25,148.43,148,148.12,147.66676706467837,148.12600000000026,147.72499999999974,146.84600000000003,148.44510000000014,149.98297500000015,7550,57.70669429154263,0.013583409,0.064893394,0.009758671
84,148.1,148.14,147.72,147.81,148.5,148.15100000000024,147.77949999999976,146.85600000000005,148.39780000000013,149.97247500000014,12022,52.09459128,0.012060769,0.064893394,0.009758671
85,147.78,147.78,147.33,147.53,148.4844,148.11000000000024,147.80649999999974,146.85940000000005,148.34490000000014,149.96662500000014,14106,47.59245566,0.011150328417960265,0.064893394,0.009758671
86,147.51,147.51,147.13,147.21,148.438224,147.99700000000024,147.81849999999977,146.84860000000003,148.29010000000014,149.95812500000014,15884,43.01692062083633,0.010564673917582174,0.064893394,0.009758671
87,147.21,147.21,146.88,147.03,148.3597306,147.87900000000027,147.80799999999977,146.84200000000004,148.23510000000013,149.94677500000017,12699,40.64954757577099,0.011048048118132762,0.064893394,0.009758671
88,146.86,147.18,146.1,146.35,148.24135211520002,147.6850000000003,147.76949999999977,146.82660000000004,148.17660000000012,149.92962500000013,13873,33.21320683472675,0.013475038,0.064893394,0.009758671
89,146.405,147.04,146.37,146.81,148.02721690368003,147.5470000000003,147.73599999999976,146.88620000000003,148.12700000000012,149.91457500000013,13544,41.06725942849369,0.014543355742244002,0.064893394,0.009758671
90,146.73,147.04,146.64,146.91,147.83449521331204,147.4260000000003,147.69149999999973,146.95260000000002,148.07730000000015,149.89887500000015,5481,42.64629369,0.015331565102162723,0.064893394,0.009758671
91,146.83,147.12,146.76,147.03,147.66104569198083,147.3020000000003,147.64949999999973,147.017,148.02870000000013,149.88387500000013,7073,44.56575337955228,0.015772905,0.064893394,0.009758671
92,147.03,147.1,146.58,146.75,147.50494112278275,147.1550000000003,147.60149999999973,147.07360000000003,147.98150000000015,149.87167500000015,9100,41.10865129,0.016638222114070407,0.064893394,0.009758671
93,146.59,146.91,146.57,146.79,147.36444701050448,147.0220000000003,147.57399999999976,147.13680000000002,147.93550000000013,149.85972500000014,13709,41.803190505415344,0.017264318311855806,0.064893394,0.009758671
94,146.78,146.91,146.48,146.62,147.23800230945403,146.9030000000003,147.52699999999976,147.1844,147.88270000000014,149.8478250000001,26812,39.66228913385169,0.018167805082186878,0.064893394,0.009758671
95,146.14,146.23,145.29,145.42,147.12420207850863,146.6920000000003,147.40099999999975,147.20040000000003,147.81720000000013,149.83207500000012,21736,28.548032481543856,0.021820278213495428,0.064893394,0.009758671
96,145.39,145.66,145.05,145.06,146.91,146.4770000000003,147.23699999999974,147.1792,147.74800000000013,149.80452500000013,12854,26.178046295197433,0.025040640141026766,0.064893394,0.009758671
97,145.03,145.05,143.89,144.05,146.6496,146.1790000000003,147.02899999999974,147.14000000000001,147.69310000000013,149.76847500000014,21727,20.92860126173504,0.030620761,0.064893394,0.009758671
98,144.11,144.34,144.05,144.16,146.20806399999998,145.9600000000003,146.82249999999976,147.1028,147.64470000000017,149.73452500000013,6300,22.745603082620704,0.033986425404352434,0.064893394,0.009758671
99,144.23,144.87,144.2,144.87,145.83717375999998,145.76600000000028,146.65649999999977,147.0759,147.60420000000013,149.70422500000012,14564,33.385872656429385,0.034776932,0.064893394,0.009758671
100,144.885,145.17,144.43,144.44,145.52562595839998,145.5190000000003,146.47249999999974,147.0341,147.55830000000017,149.67167500000014,16452,30.63400238505136,0.035924298,0.064893394,0.009758671
101,144.48,144.66,144.25,144.48,145.26392580505598,145.2640000000003,146.28299999999973,146.99200000000002,147.51560000000015,149.64092500000012,17872,31.202091773522383,0.035981666,0.064893394,0.009758671
102,143.835,144.6,143.82,144.2,145.17,145.0090000000003,146.08199999999974,146.94979999999998,147.46950000000015,149.60577500000014,36991,29.387749997912024,0.035915969541402075,0.064893394,0.009758671
103,144.2,144.9,144.2,144.62,144.927,144.79200000000031,145.90699999999975,146.88639999999998,147.42780000000016,149.5733750000001,20925,35.45094098553804,0.034558333,0.064893394,0.009758671
104,144.61,144.7,143.68,143.84,144.9,144.5140000000003,145.70849999999976,146.811,147.36830000000015,149.5360250000001,12988,30.255161922010927,0.034530763,0.064893394,0.009758671
105,143.79,143.85,143.58,143.66,144.9,144.33800000000028,145.51499999999976,146.7378,147.30580000000015,149.49767500000013,16611,29.191882057178177,0.034647437914930634,0.064893394,0.009758671
106,143.71,143.74,143.39,143.39,144.7,144.1710000000003,145.32399999999976,146.65699999999998,147.24020000000016,149.45227500000013,22602,27.623667815819644,0.035187876,0.064893394,0.009758671
107,143.3,143.38,142.54,142.66,144.438,144.0320000000003,145.10549999999975,146.56199999999998,147.16860000000014,149.40147500000012,31533,23.88726638406041,0.036941879,0.064893394,0.009758671
108,142.6,143.23,142.6,143.05,144.05839999999998,143.92100000000028,144.94049999999976,146.4774,147.10160000000016,149.35297500000013,28760,29.382791102283022,0.038065638,0.064893394,0.009758671
109,143.45,145.05,143.26,144.96,142.54,143.9300000000003,144.8479999999998,146.42979999999997,147.05240000000015,149.3130250000001,18964,48.85802832811409,0.036208681,0.064893394,0.009758671
110,144.925,145.17,144.63,145.13,142.59019999999998,143.9990000000003,144.75899999999976,146.40239999999997,147.00830000000016,149.2734750000001,12815,50.17512798742595,0.033872521,0.064893394,0.009758671
111,145.21,145.29,144.67,145.14,142.693392,144.06500000000028,144.66449999999978,146.36639999999997,146.95790000000017,149.2352250000001,8000,50.25628296579178,0.030828835780551723,0.064893394,0.009758671
112,145.18,145.42,145.1,145.13,142.84918847999998,144.1580000000003,144.5834999999998,146.3252,146.90660000000017,149.19867500000012,6969,50.16828292066649,0.028076812391419455,0.064893394,0.009758671
113,145.18,145.7,145.18,145.69,143.05485340159998,144.2650000000003,144.52849999999978,146.30579999999998,146.86530000000016,149.1603250000001,12495,54.92791010911318,0.025436564239490745,0.064893394,0.009758671
114,145.71,145.71,145,145,143.31936806143997,144.38100000000028,144.44749999999976,146.27139999999997,146.82190000000017,149.1199250000001,12950,48.749420898073225,0.021989018887544697,0.064893394,0.009758671
115,145.06,145.61,145.06,145.36,143.60624389406718,144.55100000000033,144.44449999999978,146.23879999999997,146.77880000000016,149.08092500000012,22913,51.795986340629426,0.021890489,0.064893394,0.009758671
116,145.08,146.19,145.08,145.6,143.8586946267791,144.7720000000003,144.47149999999976,146.21139999999997,146.74190000000016,149.0416750000001,14100,53.76903640133459,0.022696056753947317,0.064893394,0.009758671
117,145.52,145.7,145.17,145.41,144.18507737903005,145.0470000000003,144.53949999999975,146.17479999999998,146.70480000000018,149.0018250000001,9400,51.955955099837226,0.023195032468328172,0.064893394,0.009758671
118,145.36,145.68,145.24,145.45,144.46576654596583,145.28700000000032,144.60399999999976,146.14139999999998,146.67780000000016,148.9625750000001,4300,52.32046398557782,0.023676003717506673,0.064893394,0.009758671
119,145.47,145.69,145.23,145.49,144.70715922953062,145.34000000000032,144.63499999999974,146.1016,146.65100000000018,148.9254750000001,8829,52.706876547635886,0.024225853988505464,0.064893394,0.009758671
120,145.52,146.03,145.52,146.02,144.91475693739633,145.4290000000003,144.71399999999974,146.06599999999997,146.62540000000018,148.88722500000006,13513,57.60909303549612,0.025559885996850412,0.064893394,0.009758671
121,146,146.16,145.83,146.01,145.09329096616085,145.5160000000003,144.79049999999972,146.02879999999996,146.59400000000016,148.84722500000007,12717,57.48801075737194,0.026648753,0.064893394,0.009758671
122,145.99,146.17,145.72,145.73,145.24683023089833,145.5760000000003,144.86699999999973,145.98919999999995,146.55870000000016,148.8057750000001,11863,54.06173554790771,0.026931381,0.064893394,0.009758671
123,145.28,145.65,144.59,144.95,146.19,145.5020000000003,144.88349999999974,145.94139999999996,146.51520000000016,148.76252500000007,14431,45.86168988394998,0.026886130741190086,0.064893394,0.009758671
124,145.01,145.07,144.45,144.51,146.17,145.4530000000003,144.91699999999972,145.88039999999998,146.46530000000018,148.7179250000001,14781,41.992330879217896,0.026182231,0.064893394,0.009758671
125,144.49,144.91,144.35,144.71,146.10119999999998,145.3880000000003,144.96949999999973,145.81579999999997,146.40950000000015,148.67482500000008,11105,44.29303348917258,0.024987985920512254,0.064893394,0.009758671
126,144.81,144.82,144.47,144.77,145.99612799999997,145.3050000000003,145.03849999999971,145.74439999999996,146.35700000000014,148.63292500000009,9778,44.99782533249607,0.022952570928469203,0.064893394,0.009758671
127,144.77,145.3,144.75,145.17,145.89736031999996,145.2810000000003,145.16399999999973,145.68359999999996,146.31290000000016,148.5898250000001,19545,49.577833822998684,0.017315751,0.064893394,0.009758671
128,145.12,145.25,144.66,144.84,145.80451870079997,145.2200000000003,145.25349999999975,145.61459999999997,146.26330000000016,148.54637500000007,13308,46.16263754270251,0.011310159,0.064893394,0.009758671
129,144.81,144.83,144.46,144.49,145.71724757875197,145.1200000000003,145.22999999999973,145.54059999999998,146.21200000000016,148.50807500000008,20635,42.79547012156705,0.012098974251690927,0.064893394,0.009758671
130,144.96,145.78,144.31,144.65,144.31,144.9830000000003,145.20599999999973,145.47119999999995,146.16510000000014,148.4729000000001,14618,44.77845442086932,0.012584942049570618,0.064893394,0.009758671
131,144.88,145.21,144.51,144.68,144.31,144.8500000000003,145.18299999999974,145.39939999999996,146.12120000000016,148.4354000000001,8904,45.16229780445815,0.012975555962697326,0.064893394,0.009758671
132,144.72,145.13,144.51,145.06,144.31,144.7830000000003,145.17949999999976,145.33619999999996,146.08900000000014,148.40230000000008,8426,49.91159881,0.012993517158664876,0.064893394,0.009758671
133,144.98,145.3,144.87,144.91,144.3394,144.77900000000028,145.14049999999975,145.27199999999996,146.05900000000014,148.37085000000008,7770,48.13927789021905,0.012673918342330752,0.064893394,0.009758671
134,144.85,144.92,144.38,144.47,144.368212,144.7750000000003,145.11399999999975,145.20519999999993,146.03060000000013,148.3455000000001,14393,43.28399719,0.013284676325689729,0.064893394,0.009758671
135,144.41,144.44,144.01,144.4,145.78,144.74400000000028,145.06599999999975,145.14259999999996,146.00100000000015,148.31760000000008,23675,42.548752906368286,0.013853779780087415,0.064893394,0.009758671
136,144.49,144.78,144.3,144.78,145.7446,144.7450000000003,145.02499999999978,145.09399999999994,145.97130000000013,148.2907500000001,15485,47.738610992907354,0.013528554342216179,0.064893394,0.009758671
137,144.76,145.39,144.1,145.16,145.70990799999998,144.7440000000003,145.01249999999976,145.05659999999992,145.94930000000014,148.2662500000001,31350,52.372041677576256,0.013341244754762652,0.064893394,0.009758671
138,145.12,145.56,144.73,144.97,145.67590983999997,144.7570000000003,144.98849999999976,145.0289999999999,145.92780000000013,148.2398000000001,18401,49.98575474055246,0.013053502347763122,0.064893394,0.009758671
139,145.01,145.15,144.59,145.03,145.64259164319998,144.8110000000003,144.96549999999976,144.99339999999992,145.93980000000013,148.2137000000001,18308,50.74892459923126,0.012670303796029432,0.064893394,0.009758671
140,145.13,145.13,144.65,144.92,145.6099398,144.8380000000003,144.9104999999998,144.95359999999994,145.95310000000015,148.1879500000001,21977,49.264733754399636,0.010773569771590441,0.064893394,0.009758671
141,144.92,145.25,144.84,145.25,145.57794101412927,144.8950000000003,144.87249999999977,144.91799999999995,145.96750000000017,148.1599500000001,14212,53.644676734770755,0.008564092,0.064893394,0.008564092
142,145.26,145.29,144.5,144.55,145.5465821938467,144.8440000000003,144.81349999999978,144.87399999999994,145.97380000000015,148.1286000000001,29636,44.80810387080416,0.00683116,0.064893394,0.00683116
143,144.55,144.76,144.44,144.53,145.51585054996974,144.8060000000003,144.79249999999976,144.82879999999994,145.98280000000014,148.09840000000008,30111,44.58214218717207,0.006978371,0.064893394,0.00683116
144,146,147.53,146,146.9,144.01,145.0490000000003,144.91199999999978,144.83439999999993,146.00940000000014,148.0802500000001,27923,66.28158009,0.014279456525124657,0.064893394,0.00683116
145,147,147.13,146.75,146.88,144.0804,145.2970000000003,145.0204999999998,144.86359999999993,146.03200000000018,148.0625500000001,13563,66.04655444648574,0.018450373175488713,0.064893394,0.00683116
146,146.91,147.09,146.53,146.53,144.149392,145.4720000000003,145.10849999999976,144.89299999999994,146.03610000000018,148.04190000000008,7201,61.9094001,0.020452522776302016,0.064893394,0.00683116
147,146.57,146.64,146.17,146.17,144.21700416000002,145.5730000000003,145.15849999999978,144.93539999999993,146.03770000000017,148.0206500000001,7815,57.89248295050984,0.021418591005397655,0.064893394,0.00683116
148,146.17,146.36,146.14,146.14,144.2832641,145.69000000000028,145.22349999999977,144.97499999999994,146.03890000000015,147.9933500000001,10300,57.55733206538545,0.022086976,0.064893394,0.00683116
149,146.15,146.25,145.81,145.88,144.3481988,145.7750000000003,145.29299999999975,144.99519999999993,146.03555000000014,147.9634000000001,21526,54.60679123772971,0.021900932379648234,0.064893394,0.00683116
150,145.885,146.02,145.8,145.87,144.41183481935872,145.8700000000003,145.35399999999976,145.02379999999994,146.02895000000015,147.9315500000001,26845,54.491090053364296,0.021757333507967058,0.064893394,0.00683116
151,145.86,146.12,145.4,145.49,144.47419812297153,145.8940000000003,145.39449999999974,145.04399999999993,146.01800000000014,147.8966000000001,11698,50.143265228632586,0.021339748517266614,0.064893394,0.00683116
152,145.48,145.54,145.24,145.41,144.5353141605121,145.9800000000003,145.41199999999975,145.06819999999993,146.00900000000013,147.8612500000001,20189,49.252293195612005,0.021232505522952156,0.064893394,0.00683116
153,145.37,145.4,144.75,144.84,144.59520787730185,146.01100000000028,145.40849999999975,145.07259999999994,145.97950000000014,147.8246000000001,18164,43.342946804005564,0.021299678,0.064893394,0.00683116
154,144.87,144.92,144.64,144.84,147.53,145.8050000000003,145.42699999999974,145.09259999999992,145.95180000000016,147.7869500000001,14916,43.342946804005564,0.020789662464328437,0.064893394,0.00683116
155,144.9,145.12,144.7,144.76,147.4722,145.59300000000027,145.44499999999974,145.11459999999994,145.92620000000016,147.7470000000001,14152,42.51268318859232,0.02021869,0.064893394,0.00683116
156,144.83,144.88,144.42,144.57,147.41555599999998,145.39700000000028,145.43449999999973,145.13819999999996,145.89760000000015,147.70550000000011,13894,40.527085574913116,0.020518357590460487,0.064893394,0.00683116
157,144.58,144.6,144.2,144.2,147.2957338,145.20000000000027,145.38649999999976,145.16899999999995,145.86550000000017,147.6643500000001,22593,36.91158657839601,0.021779921744229505,0.064893394,0.00683116
158,143.85,144.68,143.42,144.15,147.1099897,145.00100000000026,145.34549999999973,145.19099999999992,145.83420000000018,147.6232000000001,27511,36.43850462488873,0.022906107352960316,0.064893394,0.00683116
159,144.23,144.93,144.23,144.39,146.8147906,144.85200000000026,145.31349999999975,145.17959999999994,145.80470000000017,147.5847000000001,14575,40.38792897507989,0.023557651,0.064893394,0.00683116
160,144.39,144.745,144.34,144.48,146.54320731119614,144.71300000000025,145.29149999999976,145.16659999999993,145.78450000000018,147.5490000000001,8263,41.84716826,0.023983832,0.064893394,0.00683116
161,144.55,144.98,144.53,144.85,146.29335072630045,144.64900000000026,145.27149999999975,145.16079999999994,145.76360000000017,147.5159000000001,7474,47.53333580728333,0.024133029612319456,0.064893394,0.00683116
162,144.85,144.88,144.49,144.88,146.0634826681964,144.5960000000003,145.28799999999973,145.15579999999994,145.74050000000017,147.4904000000001,14698,47.97750068350404,0.023835781,0.064893394,0.00683116
163,144.97,144.99,144.26,144.45,145.8520040547407,144.55700000000027,145.28399999999974,145.13099999999994,145.71840000000017,147.4611500000001,21358,42.43261676466098,0.023937478,0.064893394,0.00683116
164,144.46,144.5,144.05,144.05,145.65744373036142,144.47800000000026,145.14149999999975,145.1119999999999,145.69170000000014,147.43140000000008,20648,38.02957750274246,0.022745580085190373,0.064893394,0.00683116
165,144.14,145.2,143.65,143.99,145.4784482319325,144.40100000000027,144.99699999999976,145.0845999999999,145.66170000000014,147.39995000000008,24698,37.402630497233694,0.020927275711580876,0.064893394,0.00683116
166,143.955,143.955,143.12,143.24,145.3137723733779,144.26800000000028,144.83249999999973,145.03739999999993,145.62440000000015,147.36635000000007,16150,30.609624088024063,0.021128464,0.064893394,0.00683116
167,143.27,143.645,143.07,143.07,145.2,144.15500000000029,144.67749999999972,144.99059999999992,145.58270000000016,147.33175000000008,14020,29.31019975,0.021894268,0.064893394,0.00683116
168,143.07,143.42,142.95,143.1,144.9444,144.05000000000027,144.52549999999974,144.94359999999992,145.54250000000013,147.29680000000008,20865,29.875939989250952,0.021818794354436937,0.064893394,0.00683116
169,143.09,143.16,142.72,142.82,144.665184,143.89300000000026,144.37249999999975,144.8901999999999,145.49590000000012,147.25475000000006,20511,27.651595866086083,0.022367921,0.063695167,0.00683116
170,142.81,143.23,142.74,142.9,144.3539546,143.73500000000027,144.22399999999973,144.8277999999999,145.44690000000014,147.21040000000005,23036,29.271872605058306,0.021943933,0.060850126,0.00683116
171,142.91,143.49,142.79,143.22,144.09252183040002,143.5720000000003,144.11049999999975,144.7719999999999,145.40040000000013,147.17035000000007,27046,35.49486414,0.021200476619496943,0.058311169,0.00683116
172,143.49,143.77,141.54,141.88,143.87291833753602,143.27200000000028,143.93399999999974,144.6949999999999,145.34210000000013,147.12390000000008,55406,25.411975314646355,0.0235247,0.054716211030452475,0.00683116
